speed,distance,reaction_time,brake_eff,friction,mass,impact_force
21.873017509930115,39.5226868885995,0.947336421117499,0.9995289210632902,0.7558388080266351,1507.6551711304114,233723.24570418673
34.075775107970884,49.550125194605315,1.5375911499322013,0.9220653538841787,0.4021755380860724,1864.2125649595564,640905.966540148
15.731083799815709,25.336824778547292,0.9745480755405156,0.5346092283536013,0.8967508156566528,1436.6892872755298,183028.66988549163
19.57815400345266,7.03633527936495,2.2381332917845134,0.5933354770723616,0.5606423221041561,1272.1547387683497,327058.3616864007
25.575463452981076,13.885261782959219,0.682377515254655,0.8151724694130127,0.4476363841684142,1663.8708937317174,433849.3439311046
15.3029987466646,14.26724601032635,1.7594741789183246,0.558399897512714,0.6564181304217374,1498.786573001084,273937.51199004386
17.026806006729245,40.88286107179225,1.0224724143183404,0.9529576147995371,0.61397714233469,1811.2376747117773,165073.73046052497
32.48979487594482,32.78599180073689,1.5328160385179341,0.7735459250178366,0.3585819069467168,1976.2101727364807,670228.3211815689
38.29168771156391,35.27514971342714,1.8576821044714038,0.5128657534029242,0.3354015201849885,1915.8251726168887,763876.7003350696
29.06211163852732,29.09834139893609,0.6586798157967013,0.8796188588053868,0.7087905377309589,1260.486412097072,339914.18055550416
29.17869687513705,22.648899846116727,1.6757706634122707,0.6704849801599748,0.5041733481599344,1802.287132388911,579647.7874353294
32.97838468980102,30.627209619270104,1.5006568438201777,0.7014299315791825,0.8563988864708616,1479.4426684954205,537760.2315258147
27.15743035457323,18.690060554342665,0.6433882450029604,0.768165514584634,0.6628607029000644,942.815477100833,253933.50704236003
24.777188771224036,38.474748873419074,1.8074795811916045,0.5113665470299471,0.30678197958932624,1314.4187384999864,330827.21645622404
26.519260006873672,6.628881490784195,1.698509237919731,0.9170829783460768,0.30567146328955,1853.3253475071988,565315.3043338365
28.568701738860735,41.14220900870087,1.9329128300391876,0.9826129367312997,0.8372474051549621,1766.8540366165935,575038.0712054358
18.758717073817188,13.299467844987223,1.211494291264565,0.8963103348244474,0.42559860542537087,1672.3290095440707,345156.10059356084
11.712600363966924,35.76812759108501,2.1988638208268894,0.6286181057445581,0.7845431767309775,1816.355495252344,137612.1002540658
25.86316664751109,5.007885674483928,1.8577791573202633,0.6591720064457589,0.5252449061934295,877.3165240607391,276490.0140455014
27.305932561840283,32.350906468609935,2.075628122336423,0.9732708910741132,0.5583610737061244,1291.3809654414647,413955.5875117789
30.93017759503774,36.54775349511243,2.2475870109695912,0.9867706663438045,0.38414714647892956,1324.3114166199935,462106.66870203655
25.51950590477014,33.1514418970803,2.4805188393349153,0.6578176348783773,0.7373245802226047,1946.5357178492793,606170.4418625209
20.32571660982608,43.25607227847463,1.2228699309489524,0.5981052319165627,0.8544183591635823,1486.8853107740097,234740.0728036343
38.06763462117645,5.343489048642681,0.5964470539581888,0.972526640054278,0.7021765770931111,1872.7003401642623,770109.7102331127
21.564971577033894,36.60963140220299,1.0889790706533529,0.9638925847523043,0.5714106465713737,1117.6608937536303,204266.77764648688
11.800736874813639,30.040985967345275,0.8211471102818064,0.8692935613028092,0.5654459193980075,1943.8388414053522,0.0
28.90070175377052,33.38512675801712,0.5688589631002703,0.532725787974599,0.7328744586503899,1219.0484797691654,324938.89629909623
30.480657145325267,7.468536431391453,1.875243638578996,0.6292041869277682,0.6872970048837661,1832.4752048840028,685283.2483900102
39.98721640988424,8.087523329947093,2.090988037867988,0.7904443117714821,0.553484174568325,1404.3088453426662,675379.9120034495
38.228500544375436,41.97940100507933,1.254248537935641,0.9245284015173234,0.4627163263784897,1362.0638560660695,529621.2073538033
